"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US17109","McDonough County, Illinois","11573","398","9951","426","8680","417","692","134","8762","452","710","170","6545","487","190","99","158","73","0","25","1622","221","8742","472","11","9","8731","471","7465","489","1356","247","7045","446","566","153","2831","346","2874","466","0","25","1740","294","1134","307","5336","430","11","9","3890","395","1435","240","3363","312","0","25","3101","286","262","101","(X)","(X)","86.0","1.9","75.0","2.3","6.0","1.2","75.7","2.5","6.1","1.4","56.6","3.6","1.6","0.8","1.4","0.6","0.0","0.3","14.0","1.9","75.5","2.9","0.1","0.1","75.4","2.9","64.5","3.3","11.7","2.1","60.9","3.1","4.9","1.3","24.5","2.9","(X)","(X)","0.0","1.1","60.5","7.0","39.5","7.0","(X)","(X)","0.2","0.2","72.9","4.1","26.9","4.1","(X)","(X)","0.0","1.0","92.2","2.8","7.8","2.8",
"0500000US17111","McHenry County, Illinois","113269","608","108695","744","99055","1008","5030","555","100033","881","4189","473","82477","1208","901","259","2360","446","6","10","4574","470","106428","741","341","112","106087","733","98206","953","9484","858","91375","1181","9114","645","6841","545","8226","720","81","60","6201","583","1944","438","38814","1053","145","83","34810","999","3859","454","66229","1110","115","54","65076","1072","1038","217","(X)","(X)","96.0","0.4","87.5","0.7","4.4","0.5","88.3","0.7","3.7","0.4","72.8","1.0","0.8","0.2","2.1","0.4","0.0","0.1","4.0","0.4","94.0","0.5","0.3","0.1","93.7","0.5","86.7","0.8","8.4","0.8","80.7","0.9","8.0","0.6","6.0","0.5","(X)","(X)","1.0","0.8","75.4","4.3","23.6","4.5","(X)","(X)","0.4","0.2","89.7","1.1","9.9","1.1","(X)","(X)","0.2","0.1","98.3","0.3","1.6","0.3",
"0500000US17113","McLean County, Illinois","66225","689","62361","771","54886","1026","2754","275","58032","793","4206","472","43044","990","382","115","1091","212","22","23","3864","407","56207","807","181","71","56026","809","44175","1190","8368","722","45409","888","3651","413","10018","694","10775","696","13","11","6085","576","4677","574","25246","962","92","49","21275","883","3879","386","30204","773","76","49","28666","734","1462","268","(X)","(X)","94.2","0.6","82.9","1.2","4.2","0.4","87.6","0.7","6.4","0.7","65.0","1.4","0.6","0.2","1.6","0.3","0.0","0.1","5.8","0.6","84.9","1.0","0.3","0.1","84.6","1.0","66.7","1.7","12.6","1.1","68.6","1.4","5.5","0.6","15.1","1.0","(X)","(X)","0.1","0.1","56.5","4.3","43.4","4.3","(X)","(X)","0.4","0.2","84.3","1.4","15.4","1.4","(X)","(X)","0.3","0.2","94.9","0.8","4.8","0.9",
"0500000US17115","Macon County, Illinois","43810","558","38581","664","31024","775","2625","324","34363","687","4554","496","23701","759","515","133","1669","291","9","15","5229","521","35688","743","95","49","35593","742","30531","723","5712","533","28224","819","2799","354","8122","555","7547","483","30","32","4552","465","2965","316","21626","823","40","29","17123","664","4463","519","14637","594","25","25","13918","601","694","179","(X)","(X)","88.1","1.2","70.8","1.6","6.0","0.7","78.4","1.3","10.4","1.1","54.1","1.6","1.2","0.3","3.8","0.7","0.0","0.1","11.9","1.2","81.5","1.3","0.2","0.1","81.2","1.3","69.7","1.4","13.0","1.2","64.4","1.6","6.4","0.8","18.5","1.3","(X)","(X)","0.4","0.4","60.3","3.9","39.3","3.9","(X)","(X)","0.2","0.1","79.2","2.1","20.6","2.0","(X)","(X)","0.2","0.2","95.1","1.2","4.7","1.2",
"0500000US17117","Macoupin County, Illinois","18577","337","16243","443","12329","476","1285","207","14228","419","1968","263","10009","439","193","78","206","58","10","13","2334","322","15034","512","140","66","14894","511","10774","505","1684","257","11210","517","2576","293","3543","375","2794","300","6","8","1693","240","1095","192","9062","464","76","40","7101","426","1885","292","6721","413","58","50","6100","390","563","163","(X)","(X)","87.4","1.7","66.4","2.3","6.9","1.1","76.6","1.8","10.6","1.4","53.9","2.3","1.0","0.4","1.1","0.3","0.1","0.1","12.6","1.7","80.9","2.1","0.8","0.4","80.2","2.0","58.0","2.5","9.1","1.4","60.3","2.3","13.9","1.6","19.1","2.1","(X)","(X)","0.2","0.3","60.6","5.5","39.2","5.5","(X)","(X)","0.8","0.4","78.4","2.9","20.8","3.0","(X)","(X)","0.9","0.7","90.8","2.4","8.4","2.3",
"0500000US17119","Madison County, Illinois","108429","965","99384","994","83802","1277","6177","587","89379","1176","8978","863","67805","1451","1178","252","2947","442","58","50","9045","658","93570","1047","350","108","93220","1042","80402","1187","11391","844","77177","1357","8493","772","14859","808","14862","871","13","13","9206","672","5643","573","48526","1276","267","99","40670","1172","7589","560","45041","1071","70","44","43344","1110","1627","260","(X)","(X)","91.7","0.6","77.3","1.0","5.7","0.5","82.4","0.8","8.3","0.8","62.5","1.2","1.1","0.2","2.7","0.4","0.1","0.1","8.3","0.6","86.3","0.7","0.3","0.1","86.0","0.7","74.2","1.1","10.5","0.8","71.2","1.1","7.8","0.7","13.7","0.7","(X)","(X)","0.1","0.1","61.9","3.0","38.0","3.0","(X)","(X)","0.6","0.2","83.8","1.1","15.6","1.1","(X)","(X)","0.2","0.1","96.2","0.6","3.6","0.6",
"0500000US17121","Marion County, Illinois","16126","256","14394","284","10827","358","976","145","12615","309","2070","256","8792","387","325","139","236","67","1","2","1732","180","13214","309","66","36","13148","315","11398","345","2578","269","8920","361","1960","208","2912","249","2937","294","23","21","1862","246","1052","161","8310","388","29","21","6736","394","1545","189","4879","315","14","17","4550","317","315","86","(X)","(X)","89.3","1.1","67.1","2.0","6.1","0.9","78.2","1.5","12.8","1.6","54.5","2.3","2.0","0.9","1.5","0.4","0.0","0.1","10.7","1.1","81.9","1.5","0.4","0.2","81.5","1.5","70.7","1.8","16.0","1.7","55.3","2.0","12.2","1.3","18.1","1.5","(X)","(X)","0.8","0.7","63.4","4.7","35.8","4.6","(X)","(X)","0.3","0.3","81.1","2.3","18.6","2.2","(X)","(X)","0.3","0.3","93.3","1.8","6.5","1.8",
"0500000US17123","Marshall County, Illinois","4922","167","4279","178","3377","194","303","61","3748","192","593","137","2699","166","76","40","70","32","0","19","643","93","4012","197","25","16","3987","198","3481","191","945","175","2563","175","558","90","910","111","806","112","5","8","507","98","294","60","2299","163","12","11","1771","178","516","95","1817","151","8","9","1709","146","100","41","(X)","(X)","86.9","1.9","68.6","3.2","6.2","1.2","76.1","2.4","12.0","2.7","54.8","2.8","1.5","0.8","1.4","0.7","0.0","0.7","13.1","1.9","81.5","2.3","0.5","0.3","81.0","2.4","70.7","2.8","19.2","3.4","52.1","3.2","11.3","1.8","18.5","2.3","(X)","(X)","0.6","1.0","62.9","6.9","36.5","6.8","(X)","(X)","0.5","0.5","77.0","4.3","22.4","4.2","(X)","(X)","0.4","0.5","94.1","2.3","5.5","2.2",
"0500000US17125","Mason County, Illinois","5917","178","5138","206","4130","222","393","93","4521","195","633","123","3093","179","107","44","148","65","3","4","779","113","4833","200","29","28","4804","194","4056","198","754","118","3710","177","479","95","1084","127","875","124","3","4","499","108","373","80","3167","182","22","25","2585","197","560","109","1875","149","4","6","1720","140","151","53","(X)","(X)","86.8","1.9","69.8","3.0","6.6","1.5","76.4","2.1","10.7","2.0","52.3","2.6","1.8","0.7","2.5","1.1","0.1","0.1","13.2","1.9","81.7","2.1","0.5","0.5","81.2","2.0","68.5","2.4","12.7","1.8","62.7","2.6","8.1","1.6","18.3","2.1","(X)","(X)","0.3","0.5","57.0","8.2","42.6","8.1","(X)","(X)","0.7","0.8","81.6","3.3","17.7","3.5","(X)","(X)","0.2","0.3","91.7","2.7","8.1","2.7",
"0500000US17127","Massac County, Illinois","5619","280","4520","292","2760","251","269","77","3952","271","1019","196","2572","241","101","51","79","45","2","6","1099","212","4151","290","32","25","4119","293","3511","275","1375","237","2331","224","586","130","1468","243","1166","213","7","11","563","153","596","151","2715","277","17","19","1958","257","740","171","1738","225","8","13","1598","221","132","76","(X)","(X)","80.4","3.6","49.1","4.2","4.8","1.4","70.3","3.4","18.1","3.3","45.8","4.0","1.8","0.9","1.4","0.8","0.0","0.1","19.6","3.6","73.9","4.0","0.6","0.4","73.3","4.0","62.5","3.7","24.5","3.9","41.5","3.8","10.4","2.2","26.1","4.0","(X)","(X)","0.6","0.9","48.3","9.2","51.1","9.1","(X)","(X)","0.6","0.7","72.1","5.7","27.3","5.8","(X)","(X)","0.5","0.7","91.9","4.3","7.6","4.2",
"0500000US17129","Menard County, Illinois","5211","126","4766","129","3999","185","182","44","4469","134","433","107","3494","165","16","13","124","68","0","19","445","81","4415","147","23","16","4392","146","3976","144","648","119","3248","186","741","117","796","125","470","102","9","10","252","72","209","69","2089","196","14","12","1620","179","455","116","2652","176","0","19","2520","172","132","62","(X)","(X)","91.5","1.5","76.7","3.2","3.5","0.8","85.8","1.5","8.3","2.0","67.1","2.8","0.3","0.2","2.4","1.3","0.0","0.6","8.5","1.5","84.7","2.3","0.4","0.3","84.3","2.3","76.3","2.8","12.4","2.3","62.3","3.3","14.2","2.2","15.3","2.3","(X)","(X)","1.9","2.1","53.6","10.3","44.5","10.4","(X)","(X)","0.7","0.6","77.5","5.0","21.8","5.0","(X)","(X)","0.0","1.2","95.0","2.3","5.0","2.3",
"0500000US17131","Mercer County, Illinois","6477","178","5669","195","4720","209","398","91","5021","216","624","148","3695","194","54","25","71","37","0","19","808","150","5457","205","34","17","5423","209","4920","203","1017","150","3801","203","734","113","1020","155","818","139","2","3","588","115","228","61","3238","202","24","16","2529","196","685","143","2421","154","8","14","2306","158","107","41","(X)","(X)","87.5","2.2","72.9","3.0","6.1","1.4","77.5","2.7","9.6","2.2","57.0","2.9","0.8","0.4","1.1","0.6","0.0","0.5","12.5","2.2","84.3","2.3","0.5","0.3","83.7","2.4","76.0","2.4","15.7","2.3","58.7","2.7","11.3","1.7","15.7","2.3","(X)","(X)","0.2","0.4","71.9","6.0","27.9","6.1","(X)","(X)","0.7","0.5","78.1","4.2","21.2","4.1","(X)","(X)","0.3","0.6","95.2","1.7","4.4","1.7",
"0500000US17133","Monroe County, Illinois","13576","216","12512","271","11467","319","961","197","11236","332","550","168","8909","429","78","50","358","163","0","25","1064","198","11828","323","76","40","11752","324","10586","341","1110","266","9901","384","1196","242","1748","262","1010","259","4","6","479","180","527","185","4732","381","49","30","3673","335","1010","219","7834","398","23","27","7600","383","211","89","(X)","(X)","92.2","1.4","84.5","2.0","7.1","1.4","82.8","2.1","4.1","1.2","65.6","3.0","0.6","0.4","2.6","1.2","0.0","0.2","7.8","1.4","87.1","1.9","0.6","0.3","86.6","1.9","78.0","2.3","8.2","1.9","72.9","2.8","8.8","1.8","12.9","1.9","(X)","(X)","0.4","0.6","47.4","13.1","52.2","13.1","(X)","(X)","1.0","0.7","77.6","4.1","21.3","4.0","(X)","(X)","0.3","0.3","97.0","1.2","2.7","1.1",
"0500000US17135","Montgomery County, Illinois","11619","549","9820","505","8134","503","822","160","8583","489","1046","188","5394","407","129","46","408","135","26","31","1799","254","9111","439","67","37","9044","437","6635","503","1117","197","6918","471","1288","175","2508","317","2305","325","0","22","1158","200","1147","243","5199","428","55","37","4045","308","1099","248","4115","344","12","9","3841","337","262","101","(X)","(X)","84.5","2.0","70.0","2.4","7.1","1.4","73.9","2.1","9.0","1.6","46.4","2.7","1.1","0.4","3.5","1.1","0.2","0.3","15.5","2.0","78.4","2.3","0.6","0.3","77.8","2.3","57.1","2.9","9.6","1.7","59.5","2.8","11.1","1.5","21.6","2.3","(X)","(X)","0.0","1.4","50.2","6.6","49.8","6.6","(X)","(X)","1.1","0.7","77.8","3.7","21.1","3.8","(X)","(X)","0.3","0.2","93.3","2.4","6.4","2.4",
"0500000US17137","Morgan County, Illinois","13560","303","11673","359","8644","421","888","137","10254","338","1530","291","7408","364","177","76","355","127","0","25","1887","272","10459","359","115","66","10344","368","8093","350","1855","285","7272","405","1665","195","3101","325","2271","247","15","15","1147","208","1109","203","6663","410","88","62","5298","399","1277","213","4626","358","12","15","3899","317","715","202","(X)","(X)","86.1","2.0","63.7","3.0","6.5","1.0","75.6","1.9","11.3","2.1","54.6","2.7","1.3","0.6","2.6","0.9","0.0","0.2","13.9","2.0","77.1","2.3","0.8","0.5","76.3","2.3","59.7","2.6","13.7","2.1","53.6","2.7","12.3","1.4","22.9","2.3","(X)","(X)","0.7","0.7","50.5","7.4","48.8","7.2","(X)","(X)","1.3","0.9","79.5","3.2","19.2","3.0","(X)","(X)","0.3","0.3","84.3","3.9","15.5","4.0",
"0500000US17139","Moultrie County, Illinois","6043","153","5148","204","4127","199","346","95","4570","226","536","138","3331","222","85","52","143","61","0","19","895","160","4676","215","13","11","4663","215","4010","242","998","155","3158","249","652","155","1367","198","743","166","0","19","432","111","311","117","2804","262","13","11","2140","228","651","121","2496","259","0","19","2091","214","405","144","(X)","(X)","85.2","2.6","68.3","3.3","5.7","1.6","75.6","3.3","8.9","2.2","55.1","3.4","1.4","0.9","2.4","1.0","0.0","0.5","14.8","2.6","77.4","3.2","0.2","0.2","77.2","3.1","66.4","3.9","16.5","2.5","52.3","3.8","10.8","2.6","22.6","3.2","(X)","(X)","0.0","4.3","58.1","10.8","41.9","10.8","(X)","(X)","0.5","0.4","76.3","3.6","23.2","3.7","(X)","(X)","0.0","1.3","83.8","5.1","16.2","5.1",
"0500000US17141","Ogle County, Illinois","20967","319","18666","432","15928","443","1205","236","16590","483","1399","236","12781","461","251","100","370","121","6","5","2301","340","17604","445","211","155","17393","438","15298","480","2962","353","12538","433","2662","408","3363","380","2637","326","126","148","1378","216","1133","252","9976","515","35","28","8181","502","1760","301","8354","399","50","52","7834","409","470","153","(X)","(X)","89.0","1.6","76.0","1.8","5.7","1.1","79.1","2.0","6.7","1.1","61.0","2.2","1.2","0.5","1.8","0.6","0.0","0.1","11.0","1.6","84.0","1.8","1.0","0.7","83.0","1.7","73.0","1.9","14.1","1.7","59.8","2.0","12.7","1.9","16.0","1.8","(X)","(X)","4.8","5.5","52.3","7.3","43.0","7.4","(X)","(X)","0.4","0.3","82.0","2.8","17.6","2.9","(X)","(X)","0.6","0.6","93.8","2.0","5.6","1.8",
"0500000US17143","Peoria County, Illinois","73519","780","65864","910","52333","987","3460","407","59797","1058","9185","836","41260","1083","802","193","1637","283","26","28","7655","521","60602","900","362","127","60240","920","50286","1040","10196","782","47895","981","4031","382","12917","735","13346","676","156","101","7379","513","5811","539","33270","1169","176","69","27396","1032","5698","482","26903","761","30","28","25465","726","1408","255","(X)","(X)","89.6","0.7","71.2","1.2","4.7","0.6","81.3","1.0","12.5","1.1","56.1","1.4","1.1","0.3","2.2","0.4","0.0","0.1","10.4","0.7","82.4","1.0","0.5","0.2","81.9","1.0","68.4","1.2","13.9","1.1","65.1","1.2","5.5","0.5","17.6","1.0","(X)","(X)","1.2","0.8","55.3","3.1","43.5","3.0","(X)","(X)","0.5","0.2","82.3","1.3","17.1","1.3","(X)","(X)","0.1","0.1","94.7","0.9","5.2","0.9",
"0500000US17145","Perry County, Illinois","8504","214","7429","299","5556","334","343","122","6760","315","1132","248","4574","345","195","124","137","82","0","22","1075","213","6838","294","51","39","6787","300","6197","313","1982","311","4011","286","823","180","1666","263","1795","270","2","3","1158","239","635","178","3973","354","31","32","3088","346","854","195","2736","236","18","22","2541","234","177","100","(X)","(X)","87.4","2.5","65.3","3.6","4.0","1.4","79.5","2.9","13.3","2.9","53.8","3.9","2.3","1.4","1.6","1.0","0.0","0.4","12.6","2.5","80.4","3.0","0.6","0.5","79.8","3.0","72.9","3.2","23.3","3.4","47.2","3.5","9.7","2.1","19.6","3.0","(X)","(X)","0.1","0.2","64.5","8.7","35.4","8.7","(X)","(X)","0.8","0.8","77.7","4.7","21.5","4.6","(X)","(X)","0.7","0.8","92.9","3.7","6.5","3.6",
"0500000US17147","Piatt County, Illinois","6755","174","6218","203","5302","209","322","94","5609","202","475","120","4315","231","153","86","321","114","0","19","537","119","5657","225","13","9","5644","226","5091","261","1214","176","3961","239","517","112","1098","194","632","132","1","3","405","124","226","65","2794","272","12","9","2118","240","664","165","3329","223","0","19","3121","219","208","90","(X)","(X)","92.1","1.8","78.5","2.8","4.8","1.4","83.0","2.0","7.0","1.7","63.9","3.0","2.3","1.3","4.8","1.7","0.0","0.5","7.9","1.8","83.7","2.8","0.2","0.1","83.6","2.8","75.4","3.4","18.0","2.5","58.6","3.5","7.7","1.6","16.3","2.8","(X)","(X)","0.2","0.5","64.1","10.5","35.8","10.5","(X)","(X)","0.4","0.3","75.8","5.2","23.8","5.2","(X)","(X)","0.0","1.0","93.8","2.7","6.2","2.7",
"0500000US17149","Pike County, Illinois","6258","178","5258","194","3922","200","525","124","4472","201","776","140","3151","186","103","39","66","34","0","19","1000","138","4754","202","36","17","4718","205","3504","186","765","115","3283","203","701","101","1504","160","1303","200","5","6","782","172","516","102","3090","209","31","16","2263","198","796","113","1865","193","0","19","1673","201","192","72","(X)","(X)","84.0","2.1","62.7","3.1","8.4","2.0","71.5","2.4","12.4","2.1","50.4","2.7","1.6","0.6","1.1","0.5","0.0","0.5","16.0","2.1","76.0","2.4","0.6","0.3","75.4","2.5","56.0","2.7","12.2","1.8","52.5","2.8","11.2","1.6","24.0","2.4","(X)","(X)","0.4","0.5","60.0","7.1","39.6","7.1","(X)","(X)","1.0","0.5","73.2","3.5","25.8","3.4","(X)","(X)","0.0","1.7","89.7","3.9","10.3","3.9",
"0500000US17151","Pope County, Illinois","1618","140","1166","135","690","119","113","55","976","130","301","94","596","117","29","26","82","51","0","12","452","110","1005","138","23","22","982","133","822","132","396","104","456","88","151","61","613","132","418","106","13","20","126","42","279","102","715","117","10","10","474","95","231","78","485","117","0","12","382","104","103","51","(X)","(X)","72.1","6.2","42.6","6.7","7.0","3.4","60.3","6.4","18.6","5.6","36.8","6.7","1.8","1.6","5.1","3.2","0.0","2.0","27.9","6.2","62.1","7.2","1.4","1.4","60.7","7.1","50.8","7.3","24.5","5.8","28.2","5.5","9.3","3.8","37.9","7.2","(X)","(X)","3.1","4.8","30.1","11.1","66.7","12.1","(X)","(X)","1.4","1.5","66.3","8.8","32.3","8.9","(X)","(X)","0.0","6.5","78.8","9.3","21.2","9.3",
"0500000US17153","Pulaski County, Illinois","2050","140","1237","159","584","103","84","33","1103","156","504","91","550","102","16","13","24","21","0","17","813","132","1102","148","14","16","1088","147","937","141","627","114","320","84","143","44","948","135","524","89","0","17","207","63","317","67","1142","134","12","15","606","119","524","98","384","77","2","4","275","70","107","60","(X)","(X)","60.3","6.1","28.5","4.5","4.1","1.7","53.8","5.8","24.6","4.1","26.8","4.1","0.8","0.6","1.2","1.0","0.0","1.6","39.7","6.1","53.8","5.9","0.7","0.8","53.1","5.9","45.7","5.8","30.6","5.0","15.6","3.7","7.0","2.2","46.2","5.9","(X)","(X)","0.0","6.0","39.5","9.0","60.5","9.0","(X)","(X)","1.1","1.3","53.1","7.3","45.9","7.3","(X)","(X)","0.5","0.9","71.6","13.6","27.9","13.8",
"0500000US17155","Putnam County, Illinois","2435","153","2179","156","1795","144","172","49","1899","169","202","49","1437","155","24","20","9","7","0","17","256","52","2026","156","2","3","2024","156","1730","150","400","64","1377","139","318","73","409","75","262","60","0","17","157","50","105","41","1176","129","2","3","959","118","215","51","997","121","0","17","908","117","89","42","(X)","(X)","89.5","2.2","73.7","3.4","7.1","2.0","78.0","3.3","8.3","1.9","59.0","4.3","1.0","0.8","0.4","0.3","0.0","1.3","10.5","2.2","83.2","3.0","0.1","0.1","83.1","3.0","71.0","3.5","16.4","2.4","56.6","4.0","13.1","2.8","16.8","3.0","(X)","(X)","0.0","11.7","59.9","13.0","40.1","13.0","(X)","(X)","0.2","0.2","81.5","4.0","18.3","4.0","(X)","(X)","0.0","3.2","91.1","4.0","8.9","4.0",
"0500000US17157","Randolph County, Illinois","12047","278","10453","306","7869","340","686","140","9195","309","1583","255","6542","347","168","50","215","90","0","25","1594","177","9719","327","146","69","9573","331","8307","362","2033","263","6560","340","1175","164","2328","211","1840","241","0","25","1106","213","734","131","5837","325","49","26","4525","341","1263","175","4370","315","97","61","3942","311","331","91","(X)","(X)","86.8","1.5","65.3","2.4","5.7","1.2","76.3","2.0","13.1","2.1","54.3","2.7","1.4","0.4","1.8","0.8","0.0","0.3","13.2","1.5","80.7","1.8","1.2","0.6","79.5","1.8","69.0","2.4","16.9","2.1","54.5","2.5","9.8","1.4","19.3","1.8","(X)","(X)","0.0","1.7","60.1","6.6","39.9","6.6","(X)","(X)","0.8","0.4","77.5","3.1","21.6","3.1","(X)","(X)","2.2","1.4","90.2","2.3","7.6","2.1",
"0500000US17159","Richland County, Illinois","6527","204","5833","251","4678","272","625","136","4952","283","674","158","3524","255","86","69","104","51","0","19","694","130","5470","256","131","108","5339","270","4794","271","1186","184","3552","226","709","140","1057","151","1016","177","8","12","647","145","361","115","3167","264","102","103","2442","251","623","113","2344","238","21","21","2250","249","73","42","(X)","(X)","89.4","2.1","71.7","3.4","9.6","2.0","75.9","3.0","10.3","2.3","54.0","3.7","1.3","1.1","1.6","0.8","0.0","0.5","10.6","2.1","83.8","2.4","2.0","1.7","81.8","2.6","73.4","2.9","18.2","2.6","54.4","3.0","10.9","2.1","16.2","2.4","(X)","(X)","0.8","1.2","63.7","9.6","35.5","9.4","(X)","(X)","3.2","3.2","77.1","3.5","19.7","3.5","(X)","(X)","0.9","0.9","96.0","2.1","3.1","1.9",
"0500000US17161","Rock Island County, Illinois","60607","546","55140","683","44565","837","3075","328","49603","731","6262","507","35185","828","781","183","1235","198","14","20","5467","442","51884","757","147","64","51737","751","46301","781","9003","521","40302","864","4022","413","8723","588","9571","676","41","38","6199","566","3331","397","29040","953","75","50","24736","845","4229","439","21996","797","31","20","20802","793","1163","203","(X)","(X)","91.0","0.7","73.5","1.2","5.1","0.5","81.8","0.9","10.3","0.8","58.1","1.3","1.3","0.3","2.0","0.3","0.0","0.1","9.0","0.7","85.6","1.0","0.2","0.1","85.4","1.0","76.4","1.1","14.9","0.9","66.5","1.3","6.6","0.7","14.4","1.0","(X)","(X)","0.4","0.4","64.8","3.5","34.8","3.5","(X)","(X)","0.3","0.2","85.2","1.4","14.6","1.3","(X)","(X)","0.1","0.1","94.6","0.9","5.3","0.9",
"0500000US17163","St. Clair County, Illinois","104631","1085","93572","1235","74108","1319","5431","535","84380","1313","12901","988","59471","1284","1295","287","2463","426","35","46","11059","723","84441","1274","484","153","83957","1271","73351","1181","13497","833","65403","1326","7883","671","20190","997","18616","1157","62","52","10754","987","7800","641","45776","1567","308","136","35452","1424","10016","789","40239","1142","114","52","37751","1149","2374","472","(X)","(X)","89.4","0.7","70.8","1.1","5.2","0.5","80.6","0.8","12.3","0.9","56.8","1.2","1.2","0.3","2.4","0.4","0.0","0.1","10.6","0.7","80.7","0.9","0.5","0.1","80.2","0.9","70.1","1.0","12.9","0.8","62.5","1.1","7.5","0.6","19.3","0.9","(X)","(X)","0.3","0.3","57.8","3.1","41.9","3.1","(X)","(X)","0.7","0.3","77.4","1.6","21.9","1.6","(X)","(X)","0.3","0.1","93.8","1.2","5.9","1.2",
"0500000US17165","Saline County, Illinois","10140","292","8348","314","6146","287","518","115","7340","348","1522","217","4995","260","210","98","114","63","0","22","1792","258","7452","290","74","56","7378","298","6479","288","1512","202","5209","285","847","133","2688","305","2327","259","0","22","1390","226","937","194","4955","322","35","25","3481","290","1439","209","2858","263","39","49","2507","259","312","110","(X)","(X)","82.3","2.4","60.6","2.8","5.1","1.1","72.4","3.0","15.0","2.1","49.3","2.4","2.1","0.9","1.1","0.6","0.0","0.3","17.7","2.4","73.5","2.7","0.7","0.6","72.8","2.8","63.9","2.9","14.9","2.1","51.4","2.5","8.4","1.3","26.5","2.7","(X)","(X)","0.0","1.4","59.7","7.0","40.3","7.0","(X)","(X)","0.7","0.5","70.3","3.7","29.0","3.7","(X)","(X)","1.4","1.7","87.7","4.2","10.9","3.7",
"0500000US17167","Sangamon County, Illinois","84093","709","76148","760","63283","978","4602","528","68599","887","8025","905","50508","1056","875","192","2797","377","26","30","7945","595","68674","985","184","69","68490","977","60642","1013","10039","820","54842","1145","6807","574","15419","867","12657","770","36","38","7441","642","5180","510","36055","1069","94","45","28173","1056","7788","615","35381","1028","54","40","32876","979","2451","470","(X)","(X)","90.6","0.7","75.3","1.2","5.5","0.6","81.6","0.9","9.5","1.1","60.1","1.2","1.0","0.2","3.3","0.4","0.0","0.1","9.4","0.7","81.7","1.0","0.2","0.1","81.4","1.0","72.1","1.1","11.9","1.0","65.2","1.3","8.1","0.7","18.3","1.0","(X)","(X)","0.3","0.3","58.8","3.3","40.9","3.3","(X)","(X)","0.3","0.1","78.1","1.6","21.6","1.6","(X)","(X)","0.2","0.1","92.9","1.3","6.9","1.3",
